COM_AV,COM_AP,NCC_AV,NCC_AP
55019,55388,AUZECOURT,NOYERS AUZECOURT
71432,71270,SAINT JEAN LE PRICHE,MACON
14470,14610,NORREY EN BESSIN,SAINT MANVIEU NORREY
26109,26086,CREYERS,CHATILLON EN DIOIS
30118,30037,FOUSSIGNARGUES,BESSEGES
53213,53181,SAINT ELLIER DU MAINE,PONTMAIN
53238,53181,SAINT MARS SUR LA FUTAIE,PONTMAIN
55203,55123,GENICOURT SOUS CONDE,HAUTS DE CHEE
55231,55123,HARGEVILLE SUR CHEE,HAUTS DE CHEE
55305,55123,LOUPPY SUR CHEE,HAUTS DE CHEE
55318,55123,MARATS,HAUTS DE CHEE
67251,67339,KUHLENDORF,BETSCHDORF
67390,67339,REIMERSWILLER,BETSCHDORF
67457,67339,SCHWABWILLER,BETSCHDORF
67549,67532,WOELLENHEIM,WILLGOTTHEIM
71260,71270,LOCHE,MACON
52339,52469,MONTSAON,SEMOUTIERS MONTSAON
66087,66106,ILLAS,MAUREILLAS LAS ILLAS
66163,66106,RIUNOGUES,MAUREILLAS LAS ILLAS
85253,85092,SAINT MEDARD DES PRES,FONTENAY LE COMTE
52477,52118,SOMMERMONT,CHATONRUPT SOMMERMONT
11234,11195,MIREVAL LAURAGAIS,LAURABUC ET MIREVAL
52458,52526,SANTENOGE,VILLARS SANTENOGE
39311,39504,MARANGEA,SARROGNA
39357,39504,MONTJOUVENT,SARROGNA
39384,39504,NERMIER,SARROGNA
52451,52031,SAINT MARTIN SUR LA RENNE,AUTREVILLE SUR LA RENNE
52191,52353,ESSEY LES EAUX,NOGENT
86267,86066,TARGE,CHATELLERAULT
52501,52031,VALDELANCOURT,AUTREVILLE SUR LA RENNE
52397,52348,POISEUL,VAL DE GRIS
52361,52353,ODIVAL,NOGENT
52280,52348,LECEY,VAL DE GRIS
52278,52031,LAVILLENEUVE AU ROI,AUTREVILLE SUR LA RENNE
52207,52348,FRECOURT,VAL DE GRIS
52363,52348,ORBIGNY AU VAL,VAL DE GRIS
52176,52353,DONNEMARIE,NOGENT
52163,52348,DAMPIERRE,VAL DE GRIS
52116,52348,CHATENAY VAUDIN,VAL DE GRIS
26280,26365,ROCHETTE SUR CREST,VAUNAVEYS LA ROCHETTE
52108,52348,CHARMES,VAL DE GRIS
52105,52348,CHANGEY,VAL DE GRIS
52059,52348,BONNECOURT,VAL DE GRIS
52037,52348,BANNES,VAL DE GRIS
52009,52348,ANDILLY EN BASSIGNY,VAL DE GRIS
52473,52420,SIGNEVILLE,REYNEL
52539,52374,VIOLOT,HAUTS VALS SOUS NOUROY
52523,52420,VIGNES LA COTE,REYNEL
52335,52420,MONTOT SUR ROGNON,REYNEL
52375,52374,PALAISEUL,HAUTS VALS SOUS NOUROY
52354,52374,NOIDANT CHATENOY,HAUTS VALS SOUS NOUROY
52240,52374,HEUILLEY LE GRAND,HAUTS VALS SOUS NOUROY
52016,52439,ARBOT,ROUVRES ARBOT
52117,52189,CHATOILLENOT,VAL D ESNOMS
52150,52189,COURCELLES VAL D ESNOMS,VAL D ESNOMS
67243,67452,KLEINFRANKENHEIM,SCHNERSHEIM
67015,67452,AVENHEIM,SCHNERSHEIM
02700,02308,SART,FESMY LE SART
52462,52177,SAUCOURT SUR ROGNON,DOULAINCOURT SAUCOURT
10413,10019,VILLEHARDOUIN,VAL D AUZON
10244,10019,MONTANGON,VAL D AUZON
66220,66130,VALCEBOLLERE,OSSEJA
47322,47134,VILLENEUVE DE MEZIN,LANNES
11349,11128,SAINT JUST DE BELENGARD,ESCUEILLENS ET SAINT JUST DE BELENGARD
67393,67034,REITWILLER,BERSTETT
67419,67034,RUMERSHEIM,BERSTETT
67157,67034,GIMBRETT,BERSTETT
55352,55035,MONTPLONNE,BAZINCOURT MONTPLONNE
52153,52114,CREANCEY,CHATEAUVILLAIN
52192,52114,ESSEY LES PONTS,CHATEAUVILLAIN
52314,52114,MARMESSE,CHATEAUVILLAIN
31214,31144,GAUD,CIERP GAUD SIGNAC
67561,67435,ZOLLINGEN,SARREWERDEN
86212,86137,ROSSAY,LOUDUN
79221,79078,PRISSE,PRISSE LA CHARRIERE
27575,27129,SAINT NICOLAS DU BOSC L ABBE,CAORCHES SAINT NICOLAS
67376,67435,BISCHTROFF SUR SARRE,SARREWERDEN
03199,03315,NEUVILLE,VILLEFRANCHE D ALLIER
77499,77031,VILBERT,BERNAY VILBERT
71053,71490,BRAGNY EN CHAROLLAIS,SAINT VINCENT BRAGNY
64030,64396,ARANCE,MONT
64248,64396,GOUZE,MONT
64333,64396,LENDRESSE,MONT
66135,66127,PERILLOS,OPOUL PERILLOS
66186,66037,SAINT NAZAIRE,CANET EN ROUSSILLON SAINT NAZAIRE
59460,59183,PETITE SYNTHE,DUNKERQUE
74251,74256,SAINT ROCH,SALLANCHES
77105,77335,CHAUCONIN,CHAUCONIN NEUFMONTIERS
79266,79191,SAINT LIGUAIRE,NIORT
59510,59183,ROSENDAEL,DUNKERQUE
57562,57306,RANGUEVAUX,HAYANGE
53111,53003,HAIE TRAVERSAINE,AMBRIERES LES VALLEES
41076,41273,ECOMAN,VIEVY LE RAYE
41021,41273,BOSSE,VIEVY LE RAYE
22159,22282,NOTRE DAME DU GUILDO,SAINT CAST LE GUILDO
20151,2B167,LUNGHIGNANO,MONTEGROSSO
20044,2B063,BRUSTICO,CARCHETO BRUSTICO
14482,14149,OUEZY,CESNY AUX VIGNES OUEZY
62687,62693,RANCHICOURT,REBREUVE RANCHICOURT
37164,37163,NEGRON,NAZELLES NEGRON
08231,08194,IGES,GLAIRE
02603,02810,PISSELEUX,VILLERS COTTERETS
02436,02140,LOMBRAY,CAMELIN
26120,26128,ESCOULIN,EYGLUY ESCOULIN
73037,73003,BELLECOMBE,AIGUEBLANCHE
73125,73003,GRAND COEUR,AIGUEBLANCHE
73319,73003,VILLARGEREL,AIGUEBLANCHE
38119,69299,COLOMBIER SAUGNIEU,COLOMBIER SAUGNIEU
86215,86005,SAINT CASSIEN,ANGLIERS
86243,86092,SAINT ROMAIN SUR VIENNE,DANGE SAINT ROMAIN
67323,67339,NIEDERBETSCHDORF,BETSCHDORF
57450,57306,MARSPICH,HAYANGE
89082,89169,CHAPELLE VIEILLE FORET,FLOGNY LA CHAPELLE
54267,54010,HOUSSELMONT,ALLAMPS
80636,80233,POPINCOURT,DANCOURT POPINCOURT
44167,44156,SAINT JEAN DE CORCOUE,CORCOUE SUR LOGNE
60419,60374,MONTIGNY,MAIGNELAY MONTIGNY
27029,27025,AUTHOUILLET,AUTHEUIL AUTHOUILLET
39276,39209,LANERIA,EPY LANERIA
08002,08113,ADON,CHAUMONT PORCIEN
35349,35069,VENEFFLES,CHATEAUGIRON
02394,02008,JOUY,AIZY JOUY
52334,52158,MONTORMENTIER,CUSEY
62707,62706,RICHEBOURG SAINT VAAST,RICHEBOURG
48109,48074,PARADE,HURES LA PARADE
57458,57240,MERLEBACH,FREYMING MERLEBACH
54319,54059,LIXIERES,BELLEAU
54347,54059,MANONCOURT SUR SEILLE,BELLEAU
54384,54059,MOREY,BELLEAU
54503,54059,SERRIERES,BELLEAU
57733,57465,VOLSTROFF,METZERVISSE
71049,71294,BOURGNEUF VAL D OR,MERCUREY
59417,59122,MORENCHIES,CAMBRAI
71083,71193,CHAMPLIEU,ETRIGNY
54554,54142,VAUDIGNY,MESNILS SUR MADON
54411,54142,ORMES ET VILLE,MESNILS SUR MADON
40241,40227,RICHET,PISSOS
85283,85223,SIMON LA VINEUSE,SAINTE HERMINE
57758,57757,HAUTE YUTZ,YUTZ
45071,45332,CHANGY,VARENNES CHANGY
47153,47246,LUSIGNAN GRAND,SAINT HILAIRE DE LUSIGNAN
51114,51269,CHAMPAUBERT AUX BOIS,GIFFAUMONT CHAMPAUBERT
57223,57631,FOLPERSVILLER,SARREGUEMINES
57646,57124,SENTZICH,CATTENOM
73136,73303,HERY,UGINE
73251,73257,SAINT LAURENT DE LA COTE,SAINT MARTIN DE BELLEVILLE
79206,79170,PETIT BREUIL DEYRANCON,MAUZE SUR LE MIGNON
80831,62909,YTRES,YTRES
89026,89345,AVROLLES,SAINT FLORENTIN
29121,29221,LARRET,PORSPODER
29242,29053,RUMENGOL,FAOU
62159,62661,BOUIN,BOUIN PLUMOISON
27461,27003,PLANCHES,ACQUIGNY
09144,09059,IRAZEIN,BONAC IRAZEIN
24506,24167,SAINT SULPICE D EYMET,EYMET
01018,01033,ARLOD,BELLEGARDE SUR VALSERINE
02045,02439,BARBONVAL,LONGUEVAL BARBONVAL
02202,02220,COHAN,COULONGES COHAN
02437,02757,LONGCHAMPS,VADENCOURT
08241,08024,JUZANCOURT,ASFELD
62098,62427,BEAUMONT,HENIN BEAUMONT
16288,16192,ROUMAZIERES,ROUMAZIERES LOUBERT
16407,16198,VILLARS,MAGNAC LAVALETTE VILLARS
24125,24167,COGULOT,EYMET
16080,16192,CHANTREZAC,ROUMAZIERES LOUBERT
24358,24167,ROUQUETTE,EYMET
51401,51454,NEUVILLETTE,REIMS
76061,76344,BEAUFRESNE,HAUDRICOURT
26132,26199,FARE,MONTFERRAND LA FARE
76633,76475,SAINT PIERRE DE FRANQUEVILLE,FRANQUEVILLE SAINT PIERRE
51257,51244,FONTAINE SUR COOLE,FAUX VESIGNEUL
70543,70309,VERCHAMP,LOULANS LES FORGES
83024,83124,BROVES,SEILLANS
22010,22266,BONEN,ROSTRENEN
57369,57672,KOEKING,THIONVILLE
57522,57672,OEUTRANGE,THIONVILLE
57243,57672,GARCHE,THIONVILLE
21188,21464,CONCOEUR ET CORBOIN,NUITS SAINT GEORGES
59020,59009,ASCQ,VILLENEUVE D ASCQ
59235,59009,FLERS LEZ LILLE,VILLENEUVE D ASCQ
70379,70525,NERVEZAIN,VAUCONCOURT NERVEZAIN
08091,08469,CASSINE,VENDRESSE
10292,10208,PLESSIS GATEBLED,LOUPTIERE THENARD
42309,42218,TERRENOIRE,SAINT ETIENNE
57766,57306,SAINT NICOLAS EN FORET,HAYANGE
59373,59183,MALO LES BAINS,DUNKERQUE
73009,73173,ALBANNE,MONTRICHER ALBANNE
10001,10289,ABBAYE SOUS PLANCY,PLANCY L ABBAYE
25169,25138,COURCELLES LES CHATILLON,TERRES DE CHAUX
25423,25138,NEUVIER,TERRES DE CHAUX
25135,25138,CHATILLON SOUS MAICHE,TERRES DE CHAUX
91143,78143,CHATEAUFORT,CHATEAUFORT
91620,78620,TOUSSUS LE NOBLE,TOUSSUS LE NOBLE
42292,42218,SAINT VICTOR SUR LOIRE,SAINT ETIENNE SUR LOIRE
09333,09223,VIC,OUST
86168,86233,MORTHEMER,VALDIVIENNE
86251,86233,SALLES EN TOULON,VALDIVIENNE
51653,51648,VOUCIENNES,VITRY LA VILLE
27443,27701,NOTRE DAME DU VAUDREUIL,VAUDREUIL EX ENSEMBLE URBAIN
97359,97310,COMTE (CHEF LIEU DEGRAD EDMOND),ROURA
97355,97361,MOYENNE MANA (CHEF LIEU MANA),AWALA YALIMAPO
97354,97352,SAMSON (CHEF LIEU DEGRAD SAMSON),SAUL
97351,97301,APPROUAGUE (CHEF LIEU REGINA),REGINA
57729,57672,VOLKRANGE,THIONVILLE
14434,14370,MOLAY,MOLAY LITTRY
77074,77223,CHALAUTRE LA REPOSTE,GURCY LE CHATEL
85170,85094,PAYRE SUR VENDEE,FOUSSAIS PAYRE
80653,80617,QUESNOY,PARVILLERS LE QUESNOY
52343,52128,MORTEAU,CIREY LES MAREILLES
79248,79191,SAINT FLORENT,NIORT
71569,71584,VERIZET,VIRE
62287,62552,ECQUEMICOURT,MARESQUEL ECQUEMICOURT
54361,54128,MENILLOT,CHOLOY MENILLOT
52485,52413,SUZEMONT,RACHECOURT SUZEMONT
51541,51217,SOILLY,DORMANS
51408,51277,NUISEMENT AUX BOIS,SAINTE MARIE DU LAC NUISEMENT
50091,50256,BUAT,ISIGNY LE BUAT
30063,30058,CAMBO,CADIERE ET CAMBO
05137,05051,SAINT CYRICE,ETOILE SAINT CYRICE
02092,02093,BLERANCOURDELLE,BLERANCOURT
25069,25527,BOISMURIE,SAINT VIT
08227,08203,HOCMONT,GUIGNICOURT SUR VENCE
78432,91432,MORANGIS,MORANGIS
78427,95427,MONTMAGNY,MONTMAGNY
78428,95428,MONTMORENCY,MONTMORENCY
78429,95429,MONTREUIL SUR EPTE,MONTREUIL SUR EPTE
78430,95430,MONTSOULT,MONTSOULT
78392,95392,MERIEL,MERIEL
78433,91433,MORIGNY CHAMPIGNY,MORIGNY CHAMPIGNY
78434,91434,MORSANG SUR ORGE,MORSANG SUR ORGE
78435,91435,MORSANG SUR SEINE,MORSANG SUR SEINE
78436,95436,MOURS,MOURS
78438,95438,MOUSSY,MOUSSY
78441,91441,NAINVILLE LES ROCHES,NAINVILLE LES ROCHES
78425,91425,MONTLHERY,MONTLHERY
78426,95426,MONTLIGNON,MONTLIGNON
78405,91405,MILLY LA FORET,MILLY LA FORET
78424,95424,MONTIGNY LES CORMEILLES,MONTIGNY LES CORMEILLES
78422,95422,MONTGEROULT,MONTGEROULT
78421,91421,MONTGERON,MONTGERON
78419,93047,MONTFERMEIL,MONTFERMEIL
78414,91414,MONNERVILLE,MONNERVILLE
78412,91412,MONDEVILLE,MONDEVILLE
78411,91411,MOLIERES,MOLIERES
78409,95409,MOISSELLES,MOISSELLES
78408,91408,MOIGNY,MOIGNY
78446,95446,NESLES LA VALLEE,NESLES LA VALLEE
78400,92048,MEUDON,MEUDON
78399,91399,MESPUITS,MESPUITS
78395,95395,MESNIL AUBRY,MESNIL AUBRY
78394,95394,MERY SUR OISE,MERY SUR OISE
78445,95445,NERVILLE LA FORET,NERVILLE LA FORET
78459,95459,NUCOURT,NUCOURT
78447,95447,NEUILLY EN VEXIN,NEUILLY EN VEXIN
78471,91692,ORSAY,ULIS
78492,95492,PLESSIS GASSOT,PLESSIS GASSOT
78491,95491,PLESSIS BOUCHARD,PLESSIS BOUCHARD
78489,95489,PISCOP,PISCOP
78488,95488,PIERRELAYE,PIERRELAYE
78487,95487,PERSAN,PERSAN
78485,94056,PERIGNY,PERIGNY
78483,95483,PERCHAY,PERCHAY
78482,91482,PECQUEUSE,PECQUEUSE
78480,95480,PARMAIN,PARMAIN
78479,91479,PARAY VIEILLE POSTE,PARAY VIEILLE POSTE
78477,91477,PALAISEAU,PALAISEAU
78476,95476,OSNY,OSNY
78473,91473,ORVEAU,ORVEAU
78469,91469,ORMOY LA RIVIERE,ORMOY LA RIVIERE
78448,93049,NEUILLY PLAISANCE,NEUILLY PLAISANCE
78468,91468,ORMOY,ORMOY
78467,94055,ORMESSON SUR MARNE,ORMESSON SUR MARNE
78463,91463,ONCY,ONCY
78462,95462,OMERVILLE,OMERVILLE
78461,91461,OLLAINVILLE,OLLAINVILLE
78458,91458,NOZAY,NOZAY
78457,91457,NORVILLE,NORVILLE
78456,95456,NOISY SUR OISE,NOISY SUR OISE
78454,93051,NOISY LE GRAND,NOISY LE GRAND
78453,94053,NOISEAU,NOISEAU
78452,95452,NOINTEL,NOINTEL
78450,95450,NEUVILLE SUR OISE,NEUVILLE SUR OISE
78449,93050,NEUILLY SUR MARNE,NEUILLY SUR MARNE
78393,91393,MEROBERT,MEROBERT
78295,95295,GUIRY EN VEXIN,GUIRY EN VEXIN
78390,91390,MEREVILLE,MEREVILLE
78304,95304,HEDOUVILLE,HEDOUVILLE
78330,91330,LARDY,LARDY
78328,95328,LABBEVILLE,LABBEVILLE
78326,91326,JUVISY SUR ORGE,JUVISY SUR ORGE
78323,95323,JOUY LE MOUTIER,JOUY LE MOUTIER
78319,91319,JANVRY,JANVRY
78318,91318,JANVILLE SUR JUINE,JANVILLE SUR JUINE
78316,95316,JAGNY SOUS BOIS,JAGNY SOUS BOIS
78315,91315,ITTEVILLE,ITTEVILLE
78313,95313,ISLE ADAM,ISLE ADAM
78312,91312,IGNY,IGNY
78309,95309,HODENT,HODENT
78308,95308,HEROUVILLE,HEROUVILLE
78306,95306,HERBLAY,HERBLAY
78303,95303,HEAULME,HEAULME
78332,91332,LEUDEVILLE,LEUDEVILLE
78301,95301,HAUTE ISLE,HAUTE ISLE
78298,95298,HARAVILLIERS,HARAVILLIERS
78494,91494,PLESSIS PATE,PLESSIS PATE
78294,91294,GUILLERVAL,GUILLERVAL
78293,91293,GUIGNEVILLE SUR ESSONNE,GUIGNEVILLE SUR ESSONNE
78292,91292,GUIBEVILLE,GUIBEVILLE
78288,95288,GROSLAY,GROSLAY
78287,95287,GRISY LES PLATRES,GRISY LES PLATRES
78286,91286,GRIGNY,GRIGNY
78284,91284,GRANGES LE ROI,GRANGES LE ROI
78282,95282,GOUZANGREZ,GOUZANGREZ
78280,95280,GOUSSAINVILLE,GOUSSAINVILLE
78279,93033,GOURNAY SUR MARNE,GOURNAY SUR MARNE
78331,95331,LASSY,LASSY
78333,91333,LEUVILLE SUR ORGE,LEUVILLE SUR ORGE
78388,95388,MENUCOURT,MENUCOURT
78363,91363,MARCOUSSIS,MARCOUSSIS
78387,95387,MENOUVILLE,MENOUVILLE
78386,91386,MENNECY,MENNECY
78379,95379,MAUDETOUR EN VEXIN,MAUDETOUR EN VEXIN
78378,91378,MAUCHAMPS,MAUCHAMPS
78377,91377,MASSY,MASSY
78376,91376,MAROLLES EN HUREPOIX,MAROLLES EN HUREPOIX
78375,94048,MAROLLES EN BRIE,MAROLLES EN BRIE
78374,91374,MAROLLES EN BEAUCE,MAROLLES EN BEAUCE
78373,92047,MARNES LA COQUETTE,MARNES LA COQUETTE
78371,95371,MARLY LA VILLE,MARLY LA VILLE
78370,95370,MARINES,MARINES
78369,95369,MARGENCY,MARGENCY
78365,95365,MAREIL EN FRANCE,MAREIL EN FRANCE
78360,94047,MANDRES LES ROSES,MANDRES LES ROSES
78336,94044,LIMEIL BREVANNES,LIMEIL BREVANNES
78359,91359,MAISSE,MAISSE
78355,95355,MAGNY EN VEXIN,MAGNY EN VEXIN
78353,95353,MAFFLIERS,MAFFLIERS
78352,95352,LUZARCHES,LUZARCHES
78351,95351,LOUVRES,LOUVRES
78348,95348,LONGUESSE,LONGUESSE
78347,91347,LONGPONT SUR ORGE,LONGPONT SUR ORGE
78345,91345,LONGJUMEAU,LONGJUMEAU
78342,93046,LIVRY GARGAN,LIVRY GARGAN
78341,95341,LIVILLIERS,LIVILLIERS
78340,91340,LISSES,LISSES
78339,91339,LINAS,LINAS
78338,91338,LIMOURS,LIMOURS
78493,95493,PLESSIS LUZARCHES,PLESSIS LUZARCHES
78583,94070,SANTENY,SANTENY
78495,91495,PLESSIS SAINT BENOIST,PLESSIS SAINT BENOIST
78629,91629,VALPUISEAUX,VALPUISEAUX
78649,91649,VERT LE PETIT,VERT LE PETIT
78648,91648,VERT LE GRAND,VERT LE GRAND
78645,91645,VERRIERES LE BUISSON,VERRIERES LE BUISSON
78641,95641,VEMARS,VEMARS
78639,91639,VAYRES SUR ESSONNE,VAYRES SUR ESSONNE
78637,95637,VAUREAL,VAUREAL
78636,93074,VAUJOURS,VAUJOURS
78635,91635,VAUHALLAN,VAUHALLAN
78634,91634,VAUGRIGNEUSE,VAUGRIGNEUSE
78633,95633,VAUDHERLAND,VAUDHERLAND
78632,92076,VAUCRESSON,VAUCRESSON
78631,91631,VARENNES JARCY,VARENNES JARCY
78630,91630,VAL SAINT GERMAIN,VAL SAINT GERMAIN
78628,95628,VALMONDOIS,VALMONDOIS
78652,95652,VIARMES,VIARMES
78627,95627,VALLANGOUJARD,VALLANGOUJARD
78626,94074,VALENTON,VALENTON
78625,95625,US,US
78622,93073,TREMBLAY LES GONESSE,TREMBLAY LES GONESSE
78620,78620,TOUSSUS LE NOBLE,TOUSSUS LE NOBLE
78619,91619,TORFOU,TORFOU
78617,91617,TIGERY,TIGERY
78613,91613,THIONVILLE,THIONVILLE
78612,95612,THILLAY,THILLAY
78611,95611,THEUVILLE,THEUVILLE
78610,95610,THEMERICOURT,THEMERICOURT
78607,95607,TAVERNY,TAVERNY
78604,95604,SURVILLIERS,SURVILLIERS
78651,95651,VETHEUIL,VETHEUIL
78654,91654,VIDELLES,VIDELLES
78602,91602,SOUZY LA BRICHE,SOUZY LA BRICHE
78673,93078,VILLEPINTE,VILLEPINTE
78692,95120,BUTRY SUR OISE,BUTRY SUR OISE
78691,91691,YERRES,YERRES
78690,95690,WY DIT JOLI VILLAGE,WY DIT JOLI VILLAGE
78689,91689,WISSOUS,WISSOUS
78687,91687,VIRY CHATILLON,VIRY CHATILLON
78685,91685,VILLIERS SUR ORGE,VILLIERS SUR ORGE
78684,94079,VILLIERS SUR MARNE,VILLIERS SUR MARNE
78682,95682,VILLIERS LE SEC,VILLIERS LE SEC
78680,95680,VILLIERS LE BEL,VILLIERS LE BEL
78679,91679,VILLIERS LE BACLE,VILLIERS LE BACLE
78678,95678,VILLIERS ADAM,VILLIERS ADAM
78676,95676,VILLERS EN ARTHIES,VILLERS EN ARTHIES
78675,95675,VILLERON,VILLERON
78671,91671,VILLENEUVE SUR AUVERS,VILLENEUVE SUR AUVERS
78656,95656,VIENNE EN ARTHIES,VIENNE EN ARTHIES
78670,94078,VILLENEUVE SAINT GEORGES,VILLENEUVE SAINT GEORGES
78669,94077,VILLENEUVE LE ROI,VILLENEUVE LE ROI
78667,91667,VILLEMOISSON SUR ORGE,VILLEMOISSON SUR ORGE
78666,91666,VILLEJUST,VILLEJUST
78665,91665,VILLE DU BOIS,VILLE DU BOIS
78664,92077,VILLE D AVRAY,VILLE D AVRAY
78663,94075,VILLECRESNES,VILLECRESNES
78662,91662,VILLECONIN,VILLECONIN
78661,91661,VILLEBON SUR YVETTE,VILLEBON SUR YVETTE
78660,95660,VILLAINES SOUS BOIS,VILLAINES SOUS BOIS
78659,91659,VILLABE,VILLABE
78658,95658,VIGNY,VIGNY
78657,91657,VIGNEUX SUR SEINE,VIGNEUX SUR SEINE
78603,94071,SUCY EN BRIE,SUCY EN BRIE
78600,91600,SOISY SUR SEINE,SOISY SUR SEINE
78496,94059,PLESSIS TREVISE,PLESSIS TREVISE
78526,91526,ROINVILLIERS,ROINVILLIERS
78544,91544,SAINT CYR LA RIVIERE,SAINT CYR LA RIVIERE
78543,95543,SAINT CYR EN ARTHIES,SAINT CYR EN ARTHIES
78542,92064,SAINT CLOUD,SAINT CLOUD
78541,95541,SAINT CLAIR SUR EPTE,SAINT CLAIR SUR EPTE
78540,91540,SAINT CHERON,SAINT CHERON
78539,95539,SAINT BRICE SOUS FORET,SAINT BRICE SOUS FORET
78538,91538,SAINT AUBIN,SAINT AUBIN
78535,95535,SAGY,SAGY
78534,91534,SACLAY,SACLAY
78533,91533,SACLAS,SACLAS
78532,92063,RUEIL MALMAISON,RUEIL MALMAISON
78529,95529,RONQUEROLLES,RONQUEROLLES
78527,95527,ROISSY EN FRANCE,ROISSY EN FRANCE
78525,91525,ROINVILLE,ROINVILLE
78547,91547,SAINT ESCOBILLE,SAINT ESCOBILLE
78523,95523,ROCHE GUYON,ROCHE GUYON
78521,91521,RIS ORANGIS,RIS ORANGIS
78519,91519,RICHARVILLE,RICHARVILLE
78515,93062,RAINCY,RAINCY
78514,91514,QUINCY SOUS SENART,QUINCY SOUS SENART
78512,94060,QUEUE EN BRIE,QUEUE EN BRIE
78511,91511,PUSSAY,PUSSAY
78510,95510,PUISEUX PONTOISE,PUISEUX PONTOISE
78509,95509,PUISEUX EN FRANCE,PUISEUX EN FRANCE
78508,91508,PUISELET LE MARAIS,PUISELET LE MARAIS
78507,91507,PRUNAY SUR ESSONNE,PRUNAY SUR ESSONNE
78504,95504,PRESLES,PRESLES
78500,95500,PONTOISE,PONTOISE
78546,91546,SAINT CYR SOUS DOURDAN,SAINT CYR SOUS DOURDAN
78549,91549,SAINTE GENEVIEVE DES BOIS,SAINTE GENEVIEVE DES BOIS
78599,91599,SOISY SUR ECOLE,SOISY SUR ECOLE
78579,91579,SAINT VRAIN,SAINT VRAIN
78598,95598,SOISY SOUS MONTMORENCY,SOISY SOUS MONTMORENCY
78596,92072,SEVRES,SEVRES
78595,93071,SEVRAN,SEVRAN
78594,95594,SEUGY,SEUGY
78593,91593,SERMAISE,SERMAISE
78592,95592,SERAINCOURT,SERAINCOURT
78589,91589,SAVIGNY SUR ORGE,SAVIGNY SUR ORGE
78587,91587,SAULX LES CHARTREUX,SAULX LES CHARTREUX
78585,95585,SARCELLES,SARCELLES
78584,95584,SANTEUIL,SANTEUIL
78582,95582,SANNOIS,SANNOIS
78581,91581,SAINT YON,SAINT YON
78580,95580,SAINT WITZ,SAINT WITZ
78578,91578,SAINT SULPICE DE FAVIERES,SAINT SULPICE DE FAVIERES
78552,91552,SAINT GERMAIN LES ARPAJON,SAINT GERMAIN LES ARPAJON
78577,91577,SAINTRY SUR SEINE,SAINTRY SUR SEINE
78574,95574,SAINT PRIX,SAINT PRIX
78573,91573,SAINT PIERRE DU PERRAY,SAINT PIERRE DU PERRAY
78572,95572,SAINT OUEN L AUMONE,SAINT OUEN L AUMONE
78570,91570,SAINT MICHEL SUR ORGE,SAINT MICHEL SUR ORGE
78568,91568,SAINT MAURICE MONTCOURONNE,SAINT MAURICE MONTCOURONNE
78566,95566,SAINT MARTIN DU TERTRE,SAINT MARTIN DU TERTRE
78563,95563,SAINT LEU LA FORET,SAINT LEU LA FORET
78560,91560,SAINT JEAN DE BEAUREGARD,SAINT JEAN DE BEAUREGARD
78556,91556,SAINT HILAIRE,SAINT HILAIRE
78555,95555,SAINT GRATIEN,SAINT GRATIEN
78554,95554,SAINT GERVAIS,SAINT GERVAIS
78553,91553,SAINT GERMAIN LES CORBEIL,SAINT GERMAIN LES CORBEIL
78277,95277,GONESSE,GONESSE
78275,91275,GOMETZ LE CHATEL,GOMETZ LE CHATEL
78274,91274,GOMETZ LA VILLE,GOMETZ LA VILLE
75078,92078,VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE
78018,95018,ARGENTEUIL,ARGENTEUIL
78017,91017,ANGERVILLIERS,ANGERVILLIERS
78016,91016,ANGERVILLE,ANGERVILLE
78014,95014,ANDILLY,ANDILLY
78012,95012,AMENUCOURT,AMENUCOURT
78011,95011,AMBLEVILLE,AMBLEVILLE
78008,95008,AINCOURT,AINCOURT
78004,94001,ABLON SUR SEINE,ABLON SUR SEINE
78002,95002,ABLEIGES,ABLEIGES
78001,91001,ABBEVILLE LA RIVIERE,ABBEVILLE LA RIVIERE
75081,94081,VITRY SUR SEINE,VITRY SUR SEINE
75080,94080,VINCENNES,VINCENNES
75079,93079,VILLETANEUSE,VILLETANEUSE
75077,93077,VILLEMOMBLE,VILLEMOMBLE
78021,91021,ARPAJON,ARPAJON
75076,94076,VILLEJUIF,VILLEJUIF
75075,92075,VANVES,VANVES
75074,94073,THIAIS,THIAIS
75073,92073,SURESNES,SURESNES
75071,92071,SCEAUX,SCEAUX
75070,93070,SAINT OUEN,SAINT OUEN
75069,94069,SAINT MAURICE,SAINT MAURICE
75068,94068,SAINT MAUR DES FOSSES,SAINT MAUR DES FOSSES
75067,94067,SAINT MANDE,SAINT MANDE
75066,93066,SAINT DENIS,SAINT DENIS
75065,94065,RUNGIS,RUNGIS
75064,93064,ROSNY SOUS BOIS,ROSNY SOUS BOIS
75063,93063,ROMAINVILLE,ROMAINVILLE
78019,95019,ARNOUVILLE LES GONESSE,ARNOUVILLE LES GONESSE
78022,91022,ARRANCOURT,ARRANCOURT
75061,93061,PRE SAINT GERVAIS,PRE SAINT GERVAIS
78046,95046,BANTHELU,BANTHELU
78066,93007,BLANC MESNIL,BLANC MESNIL
78064,91064,BIEVRES,BIEVRES
78063,95063,BEZONS,BEZONS
78061,95061,BETHEMONT LA FORET,BETHEMONT LA FORET
78060,95060,BESSANCOURT,BESSANCOURT
78059,95059,BERVILLE,BERVILLE
